t,r,eps,h,z
5567,0.0009158518,0.0009158518,0.0000060839,0.3713093098
5568,0.0010166611,0.0010166611,0.0000059873,0.4154895874
5569,0.0019875720,0.0019875720,0.0000058921,0.8188166735
5570,0.0056573529,0.0056573529,0.0000057234,2.3647603410
5571,-0.0005793215,-0.0005793215,0.0000061117,-0.2343355900
5572,0.0010048918,0.0010048918,0.0000063550,0.3986236926
5573,0.0006158928,0.0006158928,0.0000061989,0.2473709027
5574,0.0004095055,0.0004095055,0.0000061347,0.1653347602
5575,0.0004557417,0.0004557417,0.0000061214,0.1842011744
5576,-0.0002506508,-0.0002506508,0.0000061008,-0.1014785542
5577,-0.0004002427,-0.0004002427,0.0000062508,-0.1600872786
5578,0.0006642588,0.0006642588,0.0000064212,0.2621369669
5579,0.0032142291,0.0032142291,0.0000063118,1.2793838250
5580,-0.0006219805,-0.0006219805,0.0000060741,-0.2523697289
5581,-0.0026303071,-0.0026303071,0.0000063356,-1.0449924204
5582,-0.0065729662,-0.0065729662,0.0000073932,-2.4173755782
5583,0.0050296908,0.0050296908,0.0000112317,1.5007873940
5584,0.0017759138,0.0017759138,0.0000101262,0.5580835670
5585,-0.0020516293,-0.0020516293,0.0000091998,-0.6764089630
5586,-0.0014914475,-0.0014914475,0.0000096526,-0.4800496296
5587,-0.0020459554,-0.0020459554,0.0000097793,-0.6542481213
5588,0.0036094169,0.0036094169,0.0000101615,1.1322911265
5589,0.0007779244,0.0007779244,0.0000091381,0.2573413749
5590,-0.0074798285,-0.0074798285,0.0000085625,-2.5561830170
5591,0.0034272346,0.0034272346,0.0000132642,0.9410288532
5592,-0.0026804943,-0.0026804943,0.0000116137,-0.7865564251
5593,0.0025760699,0.0025760699,0.0000121444,0.7392140522
5594,0.0008826900,0.0008826900,0.0000107568,0.2691329560
5595,0.0009502227,0.0009502227,0.0000098927,0.3021115970
5596,-0.0022647945,-0.0022647945,0.0000091551,-0.7485096418
5597,0.0215219823,0.0215219823,0.0000097236,6.9019145701
5598,-0.0019975440,-0.0019975440,0.0000257137,-0.3939255197
5599,0.0013068576,0.0013068576,0.0000240691,0.2663781159
5600,-0.0089887391,-0.0089887391,0.0000209030,-1.9660513612
5601,0.0017147077,0.0017147077,0.0000269170,0.3305039211
5602,0.0056622213,0.0056622213,0.0000231369,1.1771576675
5603,-0.0003983340,-0.0003983340,0.0000195458,-0.0900991444
5604,-0.0040573485,-0.0040573485,0.0000177980,-0.9617388097
5605,-0.0001227316,-0.0001227316,0.0000186631,-0.0284095790
5606,-0.0041691024,-0.0041691024,0.0000169174,-1.0136217519
5607,0.0013508760,0.0013508760,0.0000179636,0.3187266683
5608,0.0058650544,0.0058650544,0.0000157878,1.4760853892
5609,0.0049775414,0.0049775414,0.0000138091,1.3394653004
5610,-0.0000569392,-0.0000569392,0.0000121269,-0.0163507130
5611,0.0019746669,0.0019746669,0.0000113278,0.5867056423
5612,0.0029003989,0.0029003989,0.0000101590,0.9099799617
5613,-0.0002077421,-0.0002077421,0.0000091313,-0.0687475723
5614,-0.0009539395,-0.0009539395,0.0000088266,-0.3210886370
5615,0.0022446413,0.0022446413,0.0000088315,0.7553181386
5616,-0.0005741151,-0.0005741151,0.0000080916,-0.2018277723
5617,-0.0021155400,-0.0021155400,0.0000080577,-0.7452745597
5618,0.0027138517,0.0027138517,0.0000086733,0.9214959516
5619,0.0040258023,0.0040258023,0.0000079413,1.4285842818
5620,-0.0001665042,-0.0001665042,0.0000074260,-0.0611009248
5621,-0.0025016620,-0.0025016620,0.0000073589,-0.9221964241
5622,-0.0012577216,-0.0012577216,0.0000082466,-0.4379733548
5623,-0.0001058614,-0.0001058614,0.0000084499,-0.0364177150
5624,0.0054700607,0.0054700607,0.0000082137,1.9086326475
5625,-0.0003416179,-0.0003416179,0.0000079100,-0.1214650448
5626,0.0024983396,0.0024983396,0.0000078254,0.8930933705
5627,0.0001213467,0.0001213467,0.0000072648,0.0450209926
5628,0.0032683754,0.0032683754,0.0000071431,1.2228903287
5629,-0.0006973413,-0.0006973413,0.0000067323,-0.2687603728
5630,-0.0017089806,-0.0017089806,0.0000069277,-0.6492974795
5631,0.0000496992,0.0000496992,0.0000074844,0.0181665332
5632,0.0014623645,0.0014623645,0.0000073482,0.5394662286
5633,-0.0011298072,-0.0011298072,0.0000069565,-0.4283597485
5634,-0.0022980190,-0.0022980190,0.0000072748,-0.8520042236
5635,0.0010138959,0.0010138959,0.0000080675,0.3569639437
5636,-0.0019317898,-0.0019317898,0.0000076208,-0.6997778328
5637,-0.0072138974,-0.0072138974,0.0000081975,-2.5195804873
5638,-0.0015971202,-0.0015971202,0.0000126354,-0.4493076581
5639,-0.0037229910,-0.0037229910,0.0000124353,-1.0557562384
5640,-0.0007320038,-0.0007320038,0.0000135759,-0.1986684046
5641,0.0045246292,0.0045246292,0.0000128360,1.2628962214
5642,-0.0030223147,-0.0030223147,0.0000113132,-0.8985604952
5643,0.0016207425,0.0016207425,0.0000120895,0.4661333934
5644,0.0021566289,0.0021566289,0.0000108439,0.6549125730
5645,-0.0033080035,-0.0033080035,0.0000097397,-1.0599711226
5646,0.0003158115,0.0003158115,0.0000108582,0.0958403480
5647,0.0030684081,0.0030684081,0.0000101304,0.9640497024
5648,0.0013810486,0.0013810486,0.0000091050,0.4576877024
5649,-0.0007893479,-0.0007893479,0.0000084179,-0.2720614844
5650,-0.0011511048,-0.0011511048,0.0000084154,-0.3968059896
5651,-0.0012386734,-0.0012386734,0.0000085532,-0.4235369951
5652,-0.0018760035,-0.0018760035,0.0000087092,-0.6356874570
5653,0.0023974354,0.0023974354,0.0000091325,0.7933286882
5654,0.0020135418,0.0020135418,0.0000083255,0.6978407646
5655,-0.0005294829,-0.0005294829,0.0000076984,-0.1908324793
5656,-0.0040955868,-0.0040955868,0.0000077046,-1.4755111117
5657,0.0024652787,0.0024652787,0.0000095244,0.7988179136
5658,-0.0021880244,-0.0021880244,0.0000086388,-0.7444338366
5659,-0.0058904480,-0.0058904480,0.0000092254,-1.9393447368
5660,0.0036974819,0.0036974819,0.0000123656,1.0514732545
5661,0.0012350850,0.0012350850,0.0000108941,0.3741972475
5662,0.0032408352,0.0032408352,0.0000099286,1.0285191332
5663,0.0004947219,0.0004947219,0.0000089433,0.1654291921
5664,-0.0029457990,-0.0029457990,0.0000084661,-1.0124217508
5665,-0.0012771462,-0.0012771462,0.0000094872,-0.4146404505
5666,0.0002811988,0.0002811988,0.0000095390,0.0910460003
5667,-0.0056895841,-0.0056895841,0.0000090253,-1.8938683577
5668,-0.0011436286,-0.0011436286,0.0000119993,-0.3301461820
5669,-0.0016926204,-0.0016926204,0.0000116610,-0.4956691365
5670,0.0038346787,0.0038346787,0.0000116331,1.1242980704
5671,-0.0010000186,-0.0010000186,0.0000103155,-0.3113607437
5672,0.0023223626,0.0023223626,0.0000101393,0.7293324584
5673,0.0027002195,0.0027002195,0.0000091486,0.8927333732
5674,-0.0001125993,-0.0001125993,0.0000083241,-0.0390270741
5675,0.0004196439,0.0004196439,0.0000081086,0.1473692406
5676,-0.0057805568,-0.0057805568,0.0000077817,-2.0722097033
5677,0.0028694139,0.0028694139,0.0000108977,0.8692133148
5678,0.0018659710,0.0018659710,0.0000097275,0.5982810617
5679,-0.0009099100,-0.0009099100,0.0000088605,-0.3056824091
5680,0.0017662949,0.0017662949,0.0000088436,0.5939472531
5681,0.0019678433,0.0019678433,0.0000081478,0.6893980029
5682,0.0008438434,0.0008438434,0.0000075576,0.3069525899
5683,-0.0020002743,-0.0020002743,0.0000072275,-0.7440365213
5684,-0.0021483120,-0.0021483120,0.0000078812,-0.7652451656
5685,0.0023040005,0.0023040005,0.0000085329,0.7887403913
5686,-0.0004902418,-0.0004902418,0.0000078454,-0.1750264652
5687,0.0009699518,0.0009699518,0.0000078179,0.3469007695
5688,-0.0013031629,-0.0013031629,0.0000074210,-0.4783724410
5689,-0.0036125121,-0.0036125121,0.0000077478,-1.2978365868
5690,-0.0042925872,-0.0042925872,0.0000092437,-1.4118761234
5691,0.0009347402,0.0009347402,0.0000110835,0.2807706296
5692,0.0002910611,0.0002910611,0.0000101535,0.0913432099
5693,-0.0005793501,-0.0005793501,0.0000095420,-0.1875521680
5694,0.0030806620,0.0030806620,0.0000093064,1.0098405482
5695,0.0013167394,0.0013167394,0.0000084452,0.4531014276
5696,-0.0023583434,-0.0023583434,0.0000078824,-0.8399950276
5697,-0.0008087689,-0.0008087689,0.0000086403,-0.2751442365
5698,0.0011410918,0.0011410918,0.0000086147,0.3887774163
5699,0.0038361980,0.0038361980,0.0000080527,1.3518586038
5700,-0.0002425733,-0.0002425733,0.0000074920,-0.0886226572
5701,0.0002321208,0.0002321208,0.0000074375,0.0851138073
5702,0.0019069776,0.0019069776,0.0000072613,0.7076833026
5703,-0.0007147812,-0.0007147812,0.0000068400,-0.2733024559
5704,-0.0029723062,-0.0029723062,0.0000070265,-1.1213035040
5705,0.0008636025,0.0008636025,0.0000082022,0.3015432689
5706,-0.0007126942,-0.0007126942,0.0000077618,-0.2558126221
5707,-0.0014892522,-0.0014892522,0.0000078215,-0.5325050036
5708,0.0000217572,0.0000217572,0.0000081757,0.0076092592
5709,0.0002091502,0.0002091502,0.0000079431,0.0742101135
5710,-0.0026426263,-0.0026426263,0.0000076949,-0.9526530248
5711,0.0033701574,0.0033701574,0.0000086229,1.1476885189
5712,-0.0013970370,-0.0013970370,0.0000079077,-0.4968011885
5713,-0.0029440956,-0.0029440956,0.0000082120,-1.0273717700
5714,0.0009061981,0.0009061981,0.0000092573,0.2978393014
5715,0.0008316712,0.0008316712,0.0000086340,0.2830384378
5716,-0.0000026114,-0.0000026114,0.0000081291,-0.0009159003
5717,-0.0034190369,-0.0034190369,0.0000079105,-1.2156316166
5718,0.0033374456,0.0033374456,0.0000092700,1.0961588901
5719,-0.0058555126,-0.0058555126,0.0000084203,-2.0179053043
5720,-0.0000159163,-0.0000159163,0.0000115708,-0.0046790759
5721,-0.0006303655,-0.0006303655,0.0000108406,-0.1914548577
5722,-0.0001367238,-0.0001367238,0.0000104419,-0.0423110981
5723,0.0018427299,0.0018427299,0.0000099207,0.5850457693
5724,-0.0032053932,-0.0032053932,0.0000090220,-1.0671611078
5725,0.0018509365,0.0018509365,0.0000101452,0.5811133479
5726,0.0013984186,0.0013984186,0.0000092052,0.4609152274
5727,-0.0013073745,-0.0013073745,0.0000084979,-0.4484811260
5728,0.0010866279,0.0010866279,0.0000086898,0.3686176655
5729,0.0062133373,0.0062133373,0.0000081250,2.1797775349
5730,0.0033529046,0.0033529046,0.0000080655,1.1806086716
5731,0.0008885287,0.0008885287,0.0000074655,0.3251926958
5732,-0.0012721668,-0.0012721668,0.0000071424,-0.4760160934
5733,-0.0010796816,-0.0010796816,0.0000074920,-0.3944554573
5734,-0.0090115029,-0.0090115029,0.0000077220,-3.2428958644
5735,-0.0025490417,-0.0025490417,0.0000141282,-0.6781622310
5736,0.0016685787,0.0016685787,0.0000142920,0.4413678522
5737,-0.0027670530,-0.0027670530,0.0000126566,-0.7777845472
5738,0.0029326155,0.0029326155,0.0000131253,0.8094686072
5739,-0.0006843082,-0.0006843082,0.0000115241,-0.2015804694
5740,-0.0034009267,-0.0034009267,0.0000110512,-1.0230402220
5741,0.0020795693,0.0020795693,0.0000121024,0.5977746395
5742,0.0028219386,0.0028219386,0.0000107798,0.8594916622
5743,0.0035366136,0.0035366136,0.0000096345,1.1393914573
5744,0.0028532322,0.0028532322,0.0000087170,0.9663947106
5745,-0.0037211319,-0.0037211319,0.0000079741,-1.3177567726
5746,-0.0000590597,-0.0000590597,0.0000095211,-0.0191402563
5747,0.0021206645,0.0021206645,0.0000091113,0.7025567219
5748,0.0016167773,0.0016167773,0.0000083294,0.5602017009
5749,-0.0008045580,-0.0008045580,0.0000077440,-0.2891169445
5750,-0.0013111611,-0.0013111611,0.0000078387,-0.4683108323
5751,-0.0038594819,-0.0038594819,0.0000081159,-1.3547512102
5752,-0.0035526039,-0.0035526039,0.0000097428,-1.1381618749
5753,-0.0024818307,-0.0024818307,0.0000110214,-0.7475748027
5754,0.0082982291,0.0082982291,0.0000115001,2.4470084298
5755,0.0059778793,0.0059778793,0.0000114040,1.7701842156
5756,-0.0027014819,-0.0027014819,0.0000104614,-0.8352306056
5757,-0.0012656765,-0.0012656765,0.0000111309,-0.3793653916
5758,0.0038531549,0.0038531549,0.0000109636,1.1636956826
5759,-0.0019606872,-0.0019606872,0.0000097856,-0.6267795994
5760,-0.0015597273,-0.0015597273,0.0000101233,-0.4902160447
5761,0.0043314772,0.0043314772,0.0000102227,1.3547309928
5762,0.0057090529,0.0057090529,0.0000092425,1.8778881137
5763,-0.0011643406,-0.0011643406,0.0000087501,-0.3936158141
5764,0.0062172734,0.0062172734,0.0000088498,2.0899344356
5765,-0.0009748760,-0.0009748760,0.0000086055,-0.3323233390
5766,-0.0010172323,-0.0010172323,0.0000086482,-0.3459055059
5767,-0.0022376024,-0.0022376024,0.0000087018,-0.7585377372
5768,0.0041500946,0.0041500946,0.0000093070,1.3603591525
5769,0.0015536578,0.0015536578,0.0000085060,0.5327117982
5770,0.0050833343,0.0050833343,0.0000078977,1.8088348551
5771,-0.0009346705,-0.0009346705,0.0000075765,-0.3395664134
5772,0.0004766808,0.0004766808,0.0000077410,0.1713287414
5773,0.0017338591,0.0017338591,0.0000074586,0.6348724304
5774,0.0012390942,0.0012390942,0.0000070166,0.4677805680
5775,-0.0003928856,-0.0003928856,0.0000067126,-0.1516421407
5776,0.0034604458,0.0034604458,0.0000068152,1.3255358744
5777,-0.0016196035,-0.0016196035,0.0000064883,-0.6358330785
5778,0.0002035226,0.0002035226,0.0000070588,0.0766034659
5779,-0.0007545798,-0.0007545798,0.0000069479,-0.2862707296
5780,0.0006712309,0.0006712309,0.0000071331,0.2513228973
5781,-0.0017451314,-0.0017451314,0.0000069064,-0.6640517726
5782,0.0005784841,0.0005784841,0.0000074813,0.2114957358
5783,-0.0009810649,-0.0009810649,0.0000072176,-0.3651740577
5784,-0.0006510268,-0.0006510268,0.0000074467,-0.2385706919
5785,0.0029982818,0.0029982818,0.0000075285,1.0927406857
5786,-0.0012111395,-0.0012111395,0.0000070261,-0.4569177079
5787,0.0007166958,0.0007166958,0.0000073665,0.2640603623
5788,-0.0012818692,-0.0012818692,0.0000070927,-0.4813239146
5789,0.0022753548,0.0022753548,0.0000074524,0.8334936434
5790,-0.0018980699,-0.0018980699,0.0000069722,-0.7188309458
5791,-0.0003799028,-0.0003799028,0.0000076077,-0.1377354579
5792,0.0007255568,0.0007255568,0.0000075785,0.2635593288
5793,-0.0007342985,-0.0007342985,0.0000072683,-0.2723672061
5794,0.0008539352,0.0008539352,0.0000074030,0.3138487679
5795,0.0023332655,0.0023332655,0.0000070967,0.8758634118
5796,-0.0000326980,-0.0000326980,0.0000066828,-0.0126485697
5797,-0.0004244994,-0.0004244994,0.0000066889,-0.1641344466
5798,0.0026257695,0.0026257695,0.0000068044,1.0066137419
5799,0.0065921091,0.0065921091,0.0000064435,2.5969482374
5800,0.0020616681,0.0020616681,0.0000069764,0.7805525514
5801,-0.0000691329,-0.0000691329,0.0000065979,-0.0269141598
5802,0.0013329514,0.0013329514,0.0000066262,0.5178220092
5803,0.0006244483,0.0006244483,0.0000063780,0.2472596742
5804,0.0033819189,0.0033819189,0.0000062831,1.3491978119
5805,0.0006833198,0.0006833198,0.0000060648,0.2774698205
5806,0.0005975180,0.0005975180,0.0000060101,0.2437296826
5807,0.0002427027,0.0002427027,0.0000059800,0.0992485870
5808,-0.0050956810,-0.0050956810,0.0000060266,-2.0757091758
5809,0.0011297464,0.0011297464,0.0000086718,0.3836412605
5810,-0.0003657848,-0.0003657848,0.0000081022,-0.1285062858
5811,0.0022955132,0.0022955132,0.0000079977,0.8117045128
5812,0.0009503301,0.0009503301,0.0000074123,0.3490579209
5813,0.0021048234,0.0021048234,0.0000070869,0.7906562995
5814,-0.0022582996,-0.0022582996,0.0000066850,-0.8734326798
5815,-0.0010098503,-0.0010098503,0.0000075212,-0.3682257102
5816,-0.0000724809,-0.0000724809,0.0000077209,-0.0260848522
5817,0.0019140664,0.0019140664,0.0000075832,0.6950734923
5818,-0.0063480511,-0.0063480511,0.0000071018,-2.3820767293
5819,0.0047733629,0.0047733629,0.0000107431,1.4563269840
5820,0.0013405546,0.0013405546,0.0000097064,0.4302849987
5821,0.0015526544,0.0015526544,0.0000089226,0.5197910145
5822,-0.0045288890,-0.0045288890,0.0000082410,-1.5776205006
5823,-0.0005783949,-0.0005783949,0.0000103305,-0.1799551468
5824,0.0016658702,0.0016658702,0.0000099835,0.5272286407
5825,-0.0026062638,-0.0026062638,0.0000090984,-0.8640439817
5826,-0.0045093618,-0.0045093618,0.0000098594,-1.4361161300
5827,-0.0005171565,-0.0005171565,0.0000118131,-0.1504662968
5828,-0.0010017004,-0.0010017004,0.0000112323,-0.2988846640
5829,0.0042873207,0.0042873207,0.0000109333,1.2966108080
5830,-0.0003428348,-0.0003428348,0.0000097948,-0.1095438254
5831,-0.0064367466,-0.0064367466,0.0000094387,-2.0951245387
5832,-0.0037820551,-0.0037820551,0.0000130720,-1.0460594540
5833,-0.0012509318,-0.0012509318,0.0000141938,-0.3320349443
5834,0.0021385373,0.0021385373,0.0000136143,0.5795880665
5835,0.0005466517,0.0005466517,0.0000120117,0.1577276074
5836,0.0037388258,0.0037388258,0.0000110355,1.1254856259
5837,-0.0046036129,-0.0046036129,0.0000098371,-1.4677975760
5838,0.0006412331,0.0006412331,0.0000118650,0.1861578161
5839,0.0019769877,0.0019769877,0.0000108850,0.5992256125
5840,0.0003507426,0.0003507426,0.0000097954,0.1120669759
5841,0.0013634571,0.0013634571,0.0000092225,0.4489707843
5842,-0.0021637178,-0.0021637178,0.0000085180,-0.7413653620
5843,-0.0014070538,-0.0014070538,0.0000091059,-0.4662836478
5844,-0.0000272060,-0.0000272060,0.0000092636,-0.0089387167
5845,-0.0078323041,-0.0078323041,0.0000088823,-2.6280020252
5846,-0.0017275176,-0.0017275176,0.0000139515,-0.4624998683
5847,-0.0002523709,-0.0002523709,0.0000136533,-0.0683000237
5848,0.0044109273,0.0044109273,0.0000127017,1.2376523972
5849,-0.0002672425,-0.0002672425,0.0000111972,-0.0798637903
5850,-0.0003652676,-0.0003652676,0.0000106107,-0.1121347142
5851,0.0066414322,0.0066414322,0.0000101447,2.0851724365
5852,-0.0000966940,-0.0000966940,0.0000097131,-0.0310256379
5853,-0.0034159857,-0.0034159857,0.0000092867,-1.1209460899
5854,-0.0035258563,-0.0035258563,0.0000105182,-1.0871633058
5855,-0.0000849397,-0.0000849397,0.0000117055,-0.0248265001
5856,-0.0034809606,-0.0034809606,0.0000109791,-1.0505472902
5857,0.0000042528,0.0000042528,0.0000120915,0.0012230177
5858,-0.0001441425,-0.0001441425,0.0000112763,-0.0429248464
5859,-0.0023939091,-0.0023939091,0.0000106343,-0.7340967002
5860,0.0003063144,0.0003063144,0.0000111064,0.0919139948
5861,-0.0018509731,-0.0018509731,0.0000103430,-0.5755415510
5862,-0.0031594740,-0.0031594740,0.0000105581,-0.9723463383
5863,-0.0007683305,-0.0007683305,0.0000115002,-0.2265667910
5864,0.0001098991,0.0001098991,0.0000110652,0.0330380610
5865,-0.0004421154,-0.0004421154,0.0000103695,-0.1372958466
5866,-0.0060589082,-0.0060589082,0.0000099662,-1.9192421850
5867,0.0028355889,0.0028355889,0.0000132195,0.7798933114
5868,0.0022791214,0.0022791214,0.0000116076,0.6689525461
5869,0.0039084772,0.0039084772,0.0000103497,1.2149074167
5870,0.0001032415,0.0001032415,0.0000093037,0.0338475226
5871,0.0027032263,0.0027032263,0.0000088772,0.9072879009
5872,-0.0025351158,-0.0025351158,0.0000081056,-0.8904437930
5873,0.0018775434,0.0018775434,0.0000089328,0.6281970055
5874,0.0022216458,0.0022216458,0.0000082080,0.7754545318
5875,-0.0009375374,-0.0009375374,0.0000075871,-0.3403698495
5876,0.0039600954,0.0039600954,0.0000077512,1.4223968250
5877,0.0067578124,0.0067578124,0.0000072701,2.5063132505
5878,-0.0031946457,-0.0031946457,0.0000076409,-1.1557154293
5879,0.0009120678,0.0009120678,0.0000088881,0.3059302896
5880,0.0006235411,0.0006235411,0.0000083246,0.2161146315
5881,-0.0020341912,-0.0020341912,0.0000079154,-0.7230274828
5882,-0.0002109790,-0.0002109790,0.0000085073,-0.0723341198
5883,0.0014861098,0.0014861098,0.0000082950,0.5159924585
5884,-0.0018209360,-0.0018209360,0.0000077331,-0.6548121412
5885,0.0007366351,0.0007366351,0.0000082453,0.2565359377
5886,0.0000094707,0.0000094707,0.0000078241,0.0033858047
5887,-0.0052873718,-0.0052873718,0.0000076479,-1.9119184754
5888,-0.0008459754,-0.0008459754,0.0000103607,-0.2628225794
5889,-0.0055601239,-0.0055601239,0.0000101147,-1.7482676924
5890,0.0081844935,0.0081844935,0.0000129116,2.2777305652
5891,-0.0078117946,-0.0078117946,0.0000123832,-2.2199030305
5892,-0.0045254672,-0.0045254672,0.0000173259,-1.0872152261
5893,0.0049436538,0.0049436538,0.0000186347,1.1452143528
5894,-0.0029822186,-0.0029822186,0.0000159274,-0.7472516346
5895,0.0028928762,0.0028928762,0.0000161732,0.7193370201
5896,-0.0004389877,-0.0004389877,0.0000140022,-0.1173150632
5897,0.0005548834,0.0005548834,0.0000130758,0.1534502601
5898,0.0045896458,0.0045896458,0.0000119292,1.3288440149
5899,-0.0006134495,-0.0006134495,0.0000106078,-0.1883498745
5900,-0.0066230858,-0.0066230858,0.0000102353,-2.0701917512
5901,0.0017431511,0.0017431511,0.0000140121,0.4656747398
5902,-0.0014393777,-0.0014393777,0.0000124097,-0.4085952824
5903,0.0069795633,0.0069795633,0.0000121589,2.0016151821
5904,-0.0021311732,-0.0021311732,0.0000113371,-0.6329488580
5905,0.0115492679,0.0115492679,0.0000115812,3.3937375109
5906,0.0007846292,0.0007846292,0.0000135829,0.2128961194
5907,-0.0048222279,-0.0048222279,0.0000122871,-1.3756979995
5908,-0.0005377542,-0.0005377542,0.0000142971,-0.1422199219
5909,-0.0007166010,-0.0007166010,0.0000133703,-0.1959778461
5910,-0.0005864715,-0.0005864715,0.0000126525,-0.1648768125
5911,0.0001123402,0.0001123402,0.0000119804,0.0324563489
5912,0.0031030690,0.0031030690,0.0000111451,0.9295009673
5913,0.0046956297,0.0046956297,0.0000099188,1.4909515989
5914,-0.0001160427,-0.0001160427,0.0000090546,-0.0385640746
5915,0.0008734802,0.0008734802,0.0000087320,0.2955942830
5916,0.0023888054,0.0023888054,0.0000082022,0.8340930818
5917,0.0008848413,0.0008848413,0.0000075731,0.3215356234
5918,-0.0006447794,-0.0006447794,0.0000072328,-0.2397502076
5919,-0.0006238257,-0.0006238257,0.0000073420,-0.2302262434
5920,-0.0048864524,-0.0048864524,0.0000074292,-1.7927587714
5921,-0.0006344961,-0.0006344961,0.0000098406,-0.2022638523
5922,-0.0027548544,-0.0027548544,0.0000095837,-0.8898824063
5923,-0.0014877882,-0.0014877882,0.0000103784,-0.4618229656
5924,-0.0010501951,-0.0010501951,0.0000104116,-0.3254697390
5925,-0.0011824893,-0.0011824893,0.0000102439,-0.3694575735
5926,-0.0051794470,-0.0051794470,0.0000101557,-1.6252812704
5927,0.0014092867,0.0014092867,0.0000126243,0.3966398520
5928,-0.0015834493,-0.0015834493,0.0000113292,-0.4704403616
5929,-0.0012749689,-0.0012749689,0.0000112882,-0.3794793041
5930,0.0011568542,0.0011568542,0.0000111046,0.3471584234
5931,0.0012574623,0.0012574623,0.0000101203,0.3952740975
5932,0.0035436721,0.0035436721,0.0000092813,1.1631868795
5933,0.0018571048,0.0018571048,0.0000084374,0.6393408803
5934,-0.0006610939,-0.0006610939,0.0000078048,-0.2366370477
5935,0.0024394211,0.0024394211,0.0000078406,0.8711880527
5936,-0.0007789307,-0.0007789307,0.0000072790,-0.2887109218
5937,-0.0099625705,-0.0099625705,0.0000074276,-3.6554953784
5938,0.0024543283,0.0024543283,0.0000149913,0.6338888195
5939,-0.0079188950,-0.0079188950,0.0000130935,-2.1884499565
5940,0.0021413761,0.0021413761,0.0000181304,0.5029092008
5941,-0.0030026273,-0.0030026273,0.0000157283,-0.7571127608
5942,-0.0002534888,-0.0002534888,0.0000160107,-0.0633511181
5943,0.0028606375,0.0028606375,0.0000147137,0.7457649158
5944,0.0016885623,0.0016885623,0.0000128185,0.4716266765
5945,-0.0012221683,-0.0012221683,0.0000114337,-0.3614405687
5946,0.0031830734,0.0031830734,0.0000112066,0.9508439418
5947,-0.0012707560,-0.0012707560,0.0000099667,-0.4025200230
5948,0.0001390733,0.0001390733,0.0000099536,0.0440812830
5949,-0.0031209788,-0.0031209788,0.0000094176,-1.0169978667
5950,-0.0043758263,-0.0043758263,0.0000104498,-1.3536503021
5951,0.0016671438,0.0016671438,0.0000122542,0.4762443532
5952,-0.0015863535,-0.0015863535,0.0000109715,-0.4789250000
5953,0.0030951813,0.0030951813,0.0000109770,0.9342082407
5954,-0.0009948011,-0.0009948011,0.0000097840,-0.3180373164
5955,0.0018352171,0.0018352171,0.0000096770,0.5899510759
5956,0.0019387604,0.0019387604,0.0000088230,0.6527038407
5957,-0.0016182721,-0.0016182721,0.0000081116,-0.5681960138
5958,-0.0010112403,-0.0010112403,0.0000084867,-0.3471242044
5959,0.0056434368,0.0056434368,0.0000085594,1.9289522937
5960,-0.0023415298,-0.0023415298,0.0000082169,-0.8168585730
5961,-0.0004334976,-0.0004334976,0.0000089297,-0.1450671721
5962,-0.0011547292,-0.0011547292,0.0000087292,-0.3908355994
5963,0.0015244013,0.0015244013,0.0000088276,0.5130711581
5964,-0.0024793138,-0.0024793138,0.0000081667,-0.8675750264
5965,0.0034484500,0.0034484500,0.0000089576,1.1522000821
5966,-0.0008361573,-0.0008361573,0.0000081765,-0.2924187895
5967,0.0038319222,0.0038319222,0.0000082240,1.3362075873
5968,-0.0022792046,-0.0022792046,0.0000076257,-0.8253591739
5969,0.0005832625,0.0005832625,0.0000083710,0.2015930439
5970,-0.0026746648,-0.0026746648,0.0000079636,-0.9477954567
5971,-0.0018725871,-0.0018725871,0.0000088815,-0.6283446336
5972,-0.0032750076,-0.0032750076,0.0000092827,-1.0749173367
5973,0.0065713664,0.0065713664,0.0000104244,2.0353084332
5974,-0.0031408415,-0.0031408415,0.0000098982,-0.9983160632
5975,0.0002071841,0.0002071841,0.0000108949,0.0627690517
5976,-0.0014791259,-0.0014791259,0.0000101944,-0.4632596612
5977,0.0026337220,0.0026337220,0.0000102469,0.8227614232
5978,-0.0007595089,-0.0007595089,0.0000092136,-0.2502177159
5979,0.0054244880,0.0054244880,0.0000090909,1.7990952512
5980,0.0034225610,0.0034225610,0.0000085630,1.1696015557
5981,-0.0001675817,-0.0001675817,0.0000078627,-0.0597640388
5982,-0.0050208427,-0.0050208427,0.0000077317,-1.8056717569
5983,-0.0031292714,-0.0031292714,0.0000102285,-0.9784473500
5984,0.0021494691,0.0021494691,0.0000111846,0.6427176636
5985,-0.0010426942,-0.0010426942,0.0000100191,-0.3294144806
5986,-0.0015860071,-0.0015860071,0.0000099006,-0.5040499498
5987,-0.0006535664,-0.0006535664,0.0000100404,-0.2062601093
5988,0.0002761499,0.0002761499,0.0000097628,0.0883809853
5989,0.0044167718,0.0044167718,0.0000092159,1.4549124877
5990,0.0026705155,0.0026705155,0.0000084681,0.9177055198
5991,-0.0044934846,-0.0044934846,0.0000077773,-1.6112709367
5992,-0.0010604208,-0.0010604208,0.0000098734,-0.3374772145
5993,-0.0015794059,-0.0015794059,0.0000097818,-0.5049909396
5994,-0.0003715876,-0.0003715876,0.0000099333,-0.1179004042
5995,-0.0024492962,-0.0024492962,0.0000095673,-0.7918572145
